order_id,receita_bruta,receita_liquida,custo_frete
ORD-057045,727.72,727.72,18.84
ORD-073193,605.84,478.51,48.18
ORD-006717,1084.86,1084.86,37.33
ORD-021938,379.2,348.58,52.69
ORD-024873,717.36,678.63,22.59
ORD-019979,1138.98,1138.98,56.23
ORD-043539,440.96,440.96,59.66
ORD-073776,97.6,97.6,32.8
ORD-021448,804.33,804.33,23.38
ORD-040627,305.48,305.48,23.46
ORD-022583,259.98,259.98,30.84
ORD-055302,330.37,229.43,53.97
ORD-033211,541.68,541.68,47.13
ORD-033979,146.74,146.74,46.91
ORD-047604,634.98,634.98,45.67
ORD-011187,854.44,854.44,15.12
ORD-055864,208.52,208.52,34.87
ORD-043063,196.78,196.78,16.14
ORD-033231,276.78,170.35,16.64
ORD-066384,876.88,876.88,43.23
ORD-011941,1185.55,1185.55,50.11
ORD-020447,176.26,135.36,39.6
ORD-013559,729.12,729.12,37.4
ORD-078552,183.16,156.19,5.03
ORD-010599,201.15,201.15,29.58
ORD-028509,1598.46,1391.26,24.25
ORD-077045,1311.27,1311.27,54.46
ORD-065434,707.92,707.92,53.9
ORD-012245,1078.68,1078.68,50.59
ORD-041815,1392.55,1222.08,9.81
ORD-005630,778.14,778.14,47.72
ORD-022424,195.2,138.92,22.29
ORD-026038,184.3,169.84,32.97
ORD-052937,732.54,732.54,5.84
ORD-042357,414.06,414.06,57.79
ORD-029224,474.38,351.54,33.61
ORD-041411,1128.42,1128.42,23.28
ORD-012747,408.6,408.6,42.95
ORD-042933,415.4,415.4,19.41
ORD-072280,2718.84,2718.84,20.96
ORD-000996,355.4,355.4,28.56
ORD-026766,170.05,170.05,36.32
ORD-003728,1629.3,1629.3,34.76
ORD-050350,502.56,502.56,30.68
ORD-056167,933.92,933.92,20.81
ORD-063952,1575.78,1575.78,54.26
ORD-039135,878.04,878.04,56.26
ORD-061490,297.0,216.7,40.33
ORD-053455,1495.02,1495.02,31.0
ORD-003062,66.87,66.87,49.71
ORD-034535,1320.6,1320.6,45.32
ORD-021256,1108.45,682.39,49.37
ORD-069401,639.39,533.51,26.59
ORD-051171,417.2,320.25,9.58
ORD-019781,213.66,181.53,31.09
ORD-046029,545.1,429.73,33.37
ORD-016994,624.93,624.93,8.34
ORD-027889,508.68,508.68,39.99
ORD-033700,414.66,357.7,29.17
ORD-044790,381.87,381.87,28.19
ORD-068625,411.08,411.08,44.58
ORD-068035,606.06,479.66,16.87
ORD-056929,458.45,421.64,56.21
ORD-054963,696.96,428.68,15.18
ORD-073269,555.95,555.95,38.93
ORD-005843,711.76,711.76,17.98
ORD-020640,689.79,689.79,48.05
ORD-076291,416.05,416.05,37.83
ORD-054327,1515.06,1515.06,57.92
ORD-013943,982.48,800.22,36.03
ORD-001442,537.06,483.29,51.49
ORD-067008,283.26,283.26,18.05
ORD-027462,133.84,114.94,31.28
ORD-038509,288.34,288.34,25.51
ORD-003635,1599.45,1599.45,30.6
ORD-040817,1369.05,1369.05,31.9
ORD-047253,816.32,816.32,29.44
ORD-028603,400.44,342.97,25.09
ORD-048501,779.49,779.49,18.13
ORD-031719,167.16,167.16,46.03
ORD-075195,2807.28,2807.28,33.68
ORD-055895,1089.06,1089.06,36.96
ORD-074417,922.2,922.2,46.6
ORD-016445,452.06,305.46,17.53
ORD-022368,1360.35,1022.46,44.03
ORD-043633,419.72,329.68,56.59
ORD-077206,587.01,587.01,30.68
ORD-058680,517.56,418.01,9.13
ORD-059045,522.58,407.34,38.75
ORD-026272,724.17,724.17,50.5
ORD-033318,160.87,160.87,21.94
ORD-070451,364.08,364.08,29.08
ORD-032396,255.75,255.75,9.83
ORD-078316,1217.64,1217.64,38.68
ORD-021232,626.34,378.05,32.64
ORD-046414,396.09,396.09,54.65
ORD-021289,1016.28,742.19,42.54
ORD-012672,877.83,877.83,7.13
ORD-010119,884.44,884.44,6.76
ORD-007830,203.35,189.89,33.4
ORD-079986,479.08,479.08,34.69
ORD-038067,1512.78,1512.78,49.67
ORD-037000,243.47,155.9,38.38
ORD-067961,855.27,855.27,58.21
ORD-022719,180.3,180.3,36.38
ORD-007387,185.43,141.1,19.53
ORD-037160,580.85,580.85,31.36
ORD-025467,900.36,900.36,34.69
ORD-047480,256.69,157.55,26.71
ORD-062252,584.5,584.5,55.36
ORD-043322,276.33,255.81,46.89
ORD-001568,1733.64,1733.64,7.85
ORD-028191,320.04,320.04,26.74
ORD-023525,751.65,705.46,35.33
ORD-014722,1017.88,690.42,27.9
ORD-064257,325.24,301.99,31.76
ORD-030181,876.54,876.54,33.97
ORD-047125,637.56,637.56,20.38
ORD-015749,50.61,50.61,18.48
ORD-049847,733.5,733.5,22.33
ORD-001576,400.23,306.02,7.76
ORD-026536,1377.54,1249.38,5.13
ORD-053070,1134.36,1134.36,31.57
ORD-063721,309.98,309.98,7.62
ORD-010705,438.2,352.4,7.66
ORD-003987,1558.32,1558.32,28.31
ORD-023355,206.73,140.54,23.7
ORD-034866,1206.18,1206.18,45.79
ORD-031883,986.4,986.4,27.79
ORD-047238,673.8,601.02,32.6
ORD-076602,114.19,96.22,45.12
ORD-021817,293.75,278.33,34.82
ORD-041166,542.76,326.68,30.44
ORD-057041,771.12,771.12,37.12
ORD-075566,1812.5,1812.5,30.68
ORD-031398,557.7,457.64,35.59
ORD-067879,522.3,492.88,36.38
ORD-015772,695.07,695.07,55.47
ORD-061179,713.6,713.6,48.21
ORD-032559,350.9,350.9,36.81
ORD-031175,553.89,404.82,43.88
ORD-035065,196.89,196.89,51.29
ORD-004170,114.22,73.52,57.17
ORD-061442,1720.75,1509.93,42.95
ORD-040173,547.04,547.04,39.99
ORD-002223,1183.88,1183.88,52.69
ORD-076222,492.84,492.84,13.64
ORD-026432,444.96,444.96,52.92
ORD-039272,391.4,391.4,22.01
ORD-023720,503.13,503.13,41.26
ORD-015218,1110.65,1110.65,58.69
ORD-024543,245.9,245.9,6.54
ORD-009300,275.93,275.93,33.97
ORD-054183,320.38,232.25,52.65
ORD-064318,214.32,177.08,9.64
ORD-038610,392.16,392.16,21.34
ORD-070889,245.04,194.84,33.75
ORD-034650,374.6,374.6,27.92
ORD-024158,735.12,495.68,24.67
ORD-027794,1195.92,1114.02,20.92
ORD-018247,932.64,932.64,54.88
ORD-004389,207.94,192.23,57.96
ORD-001810,329.08,296.78,39.96
ORD-004421,206.64,206.64,37.11
ORD-076140,667.17,667.17,9.76
ORD-001763,1643.9,1125.96,38.83
ORD-042479,340.18,302.24,53.79
ORD-060388,88.48,88.48,38.98
ORD-072861,485.16,353.64,54.65
ORD-015781,805.86,634.59,19.51
ORD-045551,729.99,729.99,49.08
ORD-047187,1065.2,1065.2,52.88
ORD-031270,413.2,413.2,41.61
ORD-054862,210.79,210.79,38.8
ORD-030842,210.11,210.11,55.96
ORD-078412,951.8,668.34,16.3
ORD-070375,2502.4,2502.4,50.39
ORD-078332,938.6,938.6,45.88
ORD-065928,260.14,260.14,59.78
ORD-068601,231.82,154.06,32.52
ORD-065778,254.2,237.9,5.95
ORD-074461,1216.92,865.85,10.66
ORD-057745,999.66,999.66,20.58
ORD-030218,775.4,649.0,14.39
ORD-047689,174.12,174.12,37.98
ORD-071761,53.0,53.0,21.95
ORD-046793,604.92,604.92,25.78
ORD-023929,472.34,387.41,17.68
ORD-011569,270.3,270.3,52.56
ORD-010879,910.9,910.9,8.59
ORD-037091,407.73,296.45,14.31
ORD-034139,507.52,404.57,20.62
ORD-011646,540.56,540.56,58.33
ORD-073369,356.16,356.16,40.48
ORD-079495,241.74,192.33,11.93
ORD-031960,124.46,124.46,8.94
ORD-015025,845.88,845.88,41.71
ORD-026584,921.88,566.6,35.89
ORD-009238,1149.9,1149.9,32.04
ORD-005802,619.02,528.76,20.93
ORD-043587,590.44,510.96,20.57
ORD-060320,125.62,94.64,6.04
ORD-033389,272.55,168.29,59.76
ORD-012416,292.31,292.31,45.41
ORD-061857,126.58,95.57,12.52
ORD-036044,275.85,275.85,45.04
ORD-069427,1467.95,1467.95,13.87
ORD-028829,630.36,630.36,17.27
ORD-063207,98.06,98.06,8.5
ORD-031813,247.11,247.11,57.42
ORD-032671,1253.22,1253.22,43.03
ORD-079685,214.17,182.54,56.4
ORD-039015,657.87,657.87,38.57
ORD-060324,324.03,324.03,37.88
ORD-044555,1379.7,1031.96,42.09
ORD-049608,528.46,528.46,33.91
ORD-009932,1025.88,794.2,39.08
ORD-063500,673.3,589.8,38.43
ORD-050305,228.12,228.12,20.82
ORD-067922,1545.18,1545.18,48.27
ORD-012139,1305.9,1305.9,13.57
ORD-029895,1367.05,1367.05,49.54
ORD-066382,706.86,613.24,23.62
ORD-045076,135.4,135.4,10.76
ORD-004066,380.52,276.63,7.81
ORD-066774,340.5,340.5,30.95
ORD-006136,1426.15,1266.3,36.3
ORD-024822,2449.56,2449.56,29.28
ORD-065276,120.53,120.53,34.68
ORD-013550,589.7,589.7,40.27
ORD-012816,804.84,804.84,54.3
ORD-042445,554.6,554.6,59.92
ORD-025581,263.67,263.67,9.48
ORD-003199,963.66,963.66,19.17
ORD-002855,1204.5,1019.07,6.95
ORD-058054,641.95,475.91,42.49
ORD-025534,618.56,618.56,20.76
ORD-026696,757.96,757.96,30.22
ORD-011456,429.76,429.76,34.07
ORD-038516,512.08,512.08,16.69
ORD-056284,276.46,276.46,19.9
ORD-001185,991.86,991.86,59.38
ORD-045447,236.6,236.6,13.49
ORD-002616,320.2,320.2,35.67
ORD-057595,338.22,257.59,38.5
ORD-043672,1413.6,848.83,30.32
ORD-045323,571.55,375.44,38.45
ORD-069962,154.36,146.18,14.19
ORD-068721,235.42,197.92,36.34
ORD-065348,217.8,217.8,31.48
ORD-047217,693.9,537.7,38.7
ORD-051442,1180.32,1180.32,7.05
ORD-075323,1585.5,1585.5,6.13
ORD-014749,986.04,603.52,9.51
ORD-040851,252.72,212.78,31.67
ORD-068853,572.26,572.26,19.69
ORD-032566,2019.42,1910.52,24.54
ORD-078469,1875.2,1875.2,42.92
ORD-069571,979.18,979.18,49.82
ORD-033522,600.84,452.5,41.0
ORD-069486,621.04,427.09,22.61
ORD-042906,1484.64,1484.64,55.08
ORD-034461,771.21,771.21,21.21
ORD-048432,580.2,378.59,27.51
ORD-033680,249.42,188.17,31.08
ORD-067610,201.15,201.15,44.85
ORD-034493,650.76,406.8,52.25
ORD-021634,504.35,504.35,44.96
ORD-011810,148.25,148.25,46.76
ORD-001298,754.24,754.24,31.11
ORD-039281,286.04,286.04,26.43
ORD-052329,567.4,567.4,49.69
ORD-037060,937.98,796.09,21.42
ORD-020198,299.88,299.88,24.81
ORD-057532,204.52,204.52,47.11
ORD-011106,816.95,587.04,57.91
ORD-015914,432.0,309.01,14.64
ORD-044416,138.94,138.94,37.25
ORD-074455,146.14,100.88,43.83
ORD-031799,339.12,339.12,59.95
ORD-067893,57.94,47.06,38.06
ORD-010541,967.36,680.45,38.51
ORD-004667,401.22,401.22,45.95
ORD-001706,152.66,152.66,20.21
ORD-037298,125.61,125.61,22.64
ORD-056747,1597.5,1349.9,11.07
ORD-053007,268.16,226.99,38.85
ORD-002087,476.55,476.55,34.72
ORD-011730,1447.9,1447.9,59.04
ORD-041399,81.34,73.28,49.28
ORD-034379,469.68,469.68,40.64
ORD-014964,1072.0,944.24,6.16
ORD-024394,515.9,370.31,51.48
ORD-030273,341.13,341.13,43.07
ORD-026454,327.45,327.45,5.77
ORD-059884,918.12,918.12,45.86
ORD-041445,441.64,410.74,54.67
ORD-018329,646.7,646.7,17.17
ORD-020936,512.88,512.88,19.49
ORD-054345,336.04,336.04,54.69
ORD-059950,1228.62,1228.62,13.04
ORD-047024,516.66,477.28,25.22
ORD-072960,472.53,410.61,49.01
ORD-051883,1377.48,1377.48,15.43
ORD-026148,241.25,241.25,15.51
ORD-036997,203.31,203.31,53.33
ORD-032773,1392.8,1392.8,11.0
ORD-022966,918.36,918.36,51.6
ORD-066717,590.96,590.96,14.21
ORD-019902,1261.26,800.99,10.39
ORD-005541,1243.04,853.48,54.35
ORD-017446,479.58,479.58,39.42
ORD-065494,761.07,585.82,39.63
ORD-039883,230.13,230.13,56.42
ORD-022259,497.16,469.42,18.25
ORD-043457,590.52,590.52,30.32
ORD-059869,664.4,664.4,53.43
ORD-048785,418.14,315.3,17.51
ORD-000983,864.12,864.12,30.63
ORD-074650,345.5,214.41,10.0
ORD-047129,336.97,210.97,5.18
ORD-065368,1329.48,1329.48,47.08
ORD-024886,453.78,453.78,25.4
ORD-048604,264.84,221.61,31.62
ORD-021941,295.54,240.43,47.08
ORD-009546,464.44,464.44,48.61
ORD-072018,215.36,215.36,24.22
ORD-029045,415.2,415.2,37.44
ORD-035838,1533.78,940.8,16.82
ORD-061312,1147.1,939.47,18.49
ORD-012896,518.94,518.94,7.05
ORD-079686,401.16,401.16,30.45
ORD-051699,212.12,212.12,21.8
ORD-047474,585.82,389.85,57.36
ORD-075090,771.1,771.1,35.51
ORD-000100,1316.4,982.3,54.56
ORD-004850,858.72,858.72,58.17
ORD-001178,803.4,803.4,14.76
ORD-006069,422.32,422.32,55.12
ORD-034603,824.34,824.34,21.69
ORD-013431,229.56,229.56,44.46
ORD-074181,2322.6,2322.6,16.52
ORD-005082,809.12,809.12,7.32
ORD-062086,342.6,254.39,21.49
ORD-065293,1050.72,1050.72,56.98
ORD-042531,274.8,197.4,37.4
ORD-022356,293.49,293.49,37.31
ORD-075302,1341.36,1341.36,45.64
ORD-007293,881.76,881.76,57.39
ORD-036441,484.36,484.36,40.27
ORD-026086,993.45,993.45,31.61
ORD-026950,1076.91,1076.91,46.41
ORD-015630,291.9,291.9,12.46
ORD-036611,120.11,120.11,36.86
ORD-030423,139.7,106.04,25.44
ORD-050753,597.27,597.27,7.91
ORD-024086,93.18,57.74,31.31
ORD-025060,827.56,745.28,40.27
ORD-009968,232.32,199.1,40.41
ORD-034626,184.95,184.95,7.0
ORD-063826,831.4,831.4,40.09
ORD-076827,1670.88,1300.77,48.39
ORD-014684,860.31,608.16,7.07
ORD-021216,969.84,969.84,33.9
ORD-075104,436.82,323.38,6.81
ORD-000124,923.4,923.4,55.66
ORD-048733,1243.86,780.46,46.67
ORD-032122,502.9,441.38,31.0
ORD-000771,1374.24,1374.24,35.81
ORD-075623,418.96,418.96,51.02
ORD-012830,833.88,833.88,56.15
ORD-006802,535.31,535.31,47.18
ORD-063239,469.6,383.7,40.68
ORD-051740,550.12,550.12,28.72
ORD-057302,1217.52,893.68,20.5
ORD-020717,347.0,347.0,52.9
ORD-063516,2372.1,2372.1,50.37
ORD-050324,280.44,280.44,12.11
ORD-022502,2490.3,1693.05,43.98
ORD-070370,79.28,79.28,6.7
ORD-017409,577.86,388.84,18.4
ORD-012994,832.08,832.08,24.3
ORD-059567,112.08,112.08,24.12
ORD-029771,322.14,261.93,24.78
ORD-031010,790.83,790.83,26.93
ORD-016041,1356.08,1356.08,40.79
ORD-041961,395.6,304.44,48.46
ORD-064308,399.64,326.49,5.27
ORD-037329,834.84,834.84,59.33
ORD-032882,150.38,150.38,20.02
ORD-045889,793.56,793.56,53.48
ORD-025552,274.11,274.11,33.69
ORD-002552,1375.0,1375.0,21.19
ORD-027481,2181.48,2181.48,30.32
ORD-046564,1554.04,1397.14,16.9
ORD-016023,1459.05,1459.05,52.48
ORD-003181,981.24,841.9,39.56
ORD-011581,1810.44,1810.44,20.15
ORD-043605,1233.0,1233.0,47.75
ORD-050480,433.3,289.63,11.73
ORD-028000,1665.54,1171.12,26.32
ORD-064789,526.1,526.1,21.9
ORD-042605,338.56,273.16,29.53
ORD-013617,294.38,294.38,18.97
ORD-012111,920.05,920.05,29.45
ORD-052999,1388.9,1388.9,18.57
ORD-069493,588.76,550.22,40.8
ORD-069495,1377.9,1377.9,49.41
ORD-033010,572.4,572.4,8.28
ORD-069578,147.92,147.92,44.0
ORD-013145,2676.7,1836.83,39.14
ORD-006122,287.13,287.13,15.52
ORD-048992,3021.3,3021.3,48.49
ORD-071877,1100.55,898.75,27.59
ORD-017702,772.9,772.9,49.93
ORD-042727,447.93,361.76,32.85
ORD-064921,603.08,480.38,53.59
ORD-078320,1372.35,1372.35,59.01
ORD-018685,300.3,300.3,5.56
ORD-064956,2373.1,2373.1,47.91
ORD-024736,207.5,207.5,41.18
ORD-054471,2494.7,1912.93,54.41
ORD-037886,984.0,984.0,19.34
ORD-046257,219.04,152.64,13.58
ORD-007514,1368.95,1368.95,11.23
ORD-006621,594.96,491.03,53.59
ORD-055038,418.2,304.47,58.61
ORD-044817,248.0,248.0,28.58
ORD-039127,1432.32,935.31,9.06
ORD-041322,831.72,618.49,39.67
ORD-020266,683.8,683.8,24.2
ORD-050315,161.98,161.98,15.81
ORD-049224,265.22,265.22,19.13
ORD-050084,114.8,114.8,30.57
ORD-040281,84.42,58.82,8.34
ORD-007563,511.0,511.0,11.67
ORD-002037,328.85,328.85,35.45
ORD-065988,832.75,623.29,33.14
ORD-071180,1836.4,1836.4,48.6
ORD-005547,606.44,606.44,16.43
ORD-072055,392.86,392.86,10.78
ORD-039529,306.12,306.12,53.52
ORD-008876,1173.25,1173.25,9.62
ORD-066230,2560.14,2560.14,45.18
ORD-073683,383.97,249.25,30.61
ORD-002309,83.02,83.02,47.03
ORD-044490,1842.36,1842.36,53.86
ORD-046307,457.2,274.78,48.64
ORD-011625,693.96,693.96,17.88
ORD-017350,282.04,282.04,25.11
ORD-008452,1525.45,1525.45,40.07
ORD-062659,616.68,460.8,33.34
ORD-039915,133.25,110.99,11.82
ORD-051463,559.7,462.11,52.59
ORD-022197,713.88,478.0,40.55
ORD-054018,188.16,188.16,28.59
ORD-006438,453.09,453.09,30.21
ORD-006606,1887.48,1887.48,43.54
ORD-018498,1345.95,1345.95,36.18
ORD-057774,329.43,329.43,14.04
ORD-030184,740.0,740.0,35.67
ORD-018795,251.5,157.34,32.1
ORD-068045,625.62,625.62,29.8
ORD-078990,585.99,368.37,42.8
ORD-047215,1946.95,1946.95,21.78
ORD-051265,366.95,366.95,30.7
ORD-076217,206.82,186.17,14.64
ORD-079438,972.87,849.39,24.1
ORD-044356,565.58,456.78,35.29
ORD-028525,747.48,644.56,38.32
ORD-009551,194.16,139.66,54.76
ORD-040557,1341.76,934.77,46.2
ORD-011328,250.45,250.45,45.71
ORD-009028,119.67,119.67,19.26
ORD-042174,41.02,41.02,26.3
ORD-058216,167.32,138.02,21.64
ORD-072718,126.64,126.64,58.26
ORD-039888,1644.54,1644.54,14.93
ORD-069626,629.64,629.64,15.24
ORD-013292,673.4,673.4,16.35
ORD-070282,148.9,139.12,35.83
ORD-054329,465.16,465.16,15.59
ORD-035480,205.35,205.35,28.13
ORD-063451,1234.05,1234.05,15.5
ORD-043530,480.12,480.12,6.41
ORD-046514,700.48,700.48,14.26
ORD-068235,79.49,79.49,29.56
ORD-000091,1780.44,1780.44,20.74
ORD-056778,587.88,502.37,14.29
ORD-041800,841.38,841.38,41.92
ORD-043697,372.2,264.4,51.1
ORD-074404,720.54,720.54,42.85
ORD-008123,155.38,155.38,18.94
ORD-039549,555.12,486.39,39.8
ORD-020397,1104.06,1001.01,21.35
ORD-029077,1991.94,1584.93,56.75
ORD-075712,1481.05,1481.05,34.69
ORD-004736,436.4,436.4,35.01
ORD-040427,295.07,265.81,24.52
ORD-030633,521.2,521.2,56.96
ORD-036306,370.46,370.46,19.46
ORD-075926,406.24,406.24,15.46
ORD-073644,571.88,348.37,56.79
ORD-057741,1237.1,1237.1,48.31
ORD-052129,1033.86,815.84,28.39
ORD-045954,99.86,99.86,52.33
ORD-024899,583.8,583.8,25.8
ORD-012270,213.37,185.18,42.33
ORD-003254,550.08,550.08,30.31
ORD-035942,345.96,345.96,36.89
ORD-031999,513.24,513.24,30.84
ORD-006478,1739.6,1259.08,15.31
ORD-015702,90.27,67.59,28.67
ORD-020466,1334.28,1334.28,10.26
ORD-041733,336.04,336.04,12.04
ORD-023266,339.7,339.7,17.84
ORD-073934,204.84,183.73,59.81
ORD-015084,433.47,433.47,39.59
ORD-041524,795.85,795.85,9.59
ORD-000939,659.2,659.2,55.17
ORD-039534,541.1,541.1,10.9
ORD-035803,152.3,152.3,14.06
ORD-040654,396.52,396.52,5.1
ORD-008449,1210.7,1210.7,48.71
ORD-038723,1480.72,1480.72,35.66
ORD-039629,123.4,123.4,42.59
ORD-069970,225.49,207.81,42.8
ORD-028750,433.7,433.7,39.46
ORD-034288,587.37,587.37,25.35
ORD-079892,615.33,524.23,51.87
ORD-066880,491.28,491.28,28.54
ORD-027645,249.64,249.64,49.49
ORD-003789,801.12,702.27,46.68
ORD-070660,674.92,674.92,12.83
ORD-043762,572.82,374.6,33.02
ORD-059717,1014.0,667.49,53.36
ORD-056433,139.77,139.77,45.74
ORD-041614,513.38,513.38,24.73
ORD-002356,350.55,252.79,33.78
ORD-032793,533.94,416.86,53.65
ORD-060964,210.97,210.97,19.09
ORD-020616,400.65,378.18,47.79
ORD-014630,884.35,884.35,15.49
ORD-001034,382.4,382.4,35.07
ORD-067878,708.0,639.2,5.11
ORD-043896,800.13,800.13,13.14
ORD-004248,164.44,164.44,19.86
ORD-075947,357.06,357.06,38.86
ORD-025741,329.84,329.84,39.36
ORD-026090,1324.2,1324.2,21.92
ORD-069658,315.68,315.68,54.2
ORD-001847,1145.76,1145.76,5.17
ORD-043667,656.25,471.09,40.8
ORD-005030,726.45,688.14,55.56
ORD-001722,949.6,949.6,9.08
ORD-047760,610.6,610.6,22.71
ORD-068702,1762.74,1762.74,32.14
ORD-023387,208.15,208.15,20.9
ORD-045927,538.9,397.7,15.76
ORD-065463,1437.2,1437.2,25.15
ORD-036293,929.85,666.33,22.15
ORD-007375,691.29,691.29,47.28
ORD-026786,41.04,28.59,33.01
ORD-059200,320.24,249.16,19.27
ORD-068168,131.87,131.87,36.53
ORD-025529,1392.9,1392.9,47.23
ORD-002339,524.52,524.52,27.15
ORD-013505,678.46,485.82,6.08
ORD-010511,442.9,442.9,54.67
ORD-046239,180.21,180.21,14.65
ORD-061986,201.24,182.27,34.08
ORD-028062,1664.0,1122.32,37.81
ORD-030986,442.12,292.69,27.39
ORD-058886,429.72,429.72,19.04
ORD-076640,735.8,735.8,12.01
ORD-007936,588.66,474.6,58.34
ORD-008810,632.34,632.34,45.53
ORD-030490,1022.44,671.35,14.75
ORD-029300,2237.65,2237.65,39.73
ORD-079935,1224.24,1224.24,51.72
ORD-039059,1064.34,824.3,25.95
ORD-041853,571.28,359.82,13.54
ORD-042563,104.37,104.37,19.29
ORD-020327,980.34,980.34,39.08
ORD-004799,700.32,700.32,16.3
ORD-044879,752.8,542.91,7.71
ORD-069434,169.59,169.59,56.94
ORD-022313,797.92,797.92,58.86
ORD-016498,65.83,55.2,25.52
ORD-043090,169.12,169.12,35.68
ORD-013714,1042.8,1042.8,49.67
ORD-023060,1210.6,1210.6,59.92
ORD-015800,392.88,392.88,48.65
ORD-032369,207.66,207.66,30.85
ORD-013898,924.6,924.6,14.04
ORD-063368,294.48,213.76,37.16
ORD-064332,1350.1,1212.36,55.88
ORD-021519,318.06,318.06,23.56
ORD-042389,439.28,293.19,10.31
ORD-002581,461.76,350.06,30.72
ORD-038033,808.45,808.45,37.32
ORD-017816,751.02,751.02,25.97
ORD-063196,1521.66,974.5,27.27
ORD-061425,999.22,999.22,13.96
ORD-004903,964.8,964.8,25.8
ORD-066663,101.46,76.26,15.62
ORD-033191,1428.1,1428.1,37.84
ORD-004801,807.08,807.08,51.88
ORD-063588,711.75,711.75,40.82
ORD-016350,1239.0,1239.0,58.95
ORD-043021,1947.78,1947.78,51.45
ORD-067537,268.76,192.08,25.74
ORD-047336,688.12,688.12,55.51
ORD-064924,446.1,446.1,53.22
ORD-044053,106.19,106.19,37.73
ORD-038424,475.86,409.54,56.15
ORD-061323,601.74,601.74,43.66
ORD-029553,836.64,528.11,48.29
ORD-025889,848.84,532.3,36.33
ORD-065841,2027.64,1421.72,51.88
ORD-047329,517.83,517.83,49.72
ORD-073391,1112.4,946.25,25.53
ORD-064732,1161.3,894.67,19.07
ORD-065695,601.16,550.31,47.97
ORD-029275,422.28,422.28,34.19
ORD-057179,1111.6,1111.6,24.3
ORD-065469,248.25,248.25,37.95
ORD-014943,1013.92,1013.92,9.06
ORD-023022,569.85,569.85,18.44
ORD-061199,483.56,357.68,32.37
ORD-077232,1882.38,1882.38,21.46
ORD-000719,621.38,621.38,5.04
ORD-008856,942.18,751.42,23.96
ORD-054072,541.82,541.82,21.88
ORD-068812,852.87,852.87,12.73
ORD-077644,214.36,159.17,21.81
ORD-005603,143.95,143.95,22.5
ORD-045254,141.92,141.92,35.13
ORD-003589,515.8,515.8,47.01
ORD-003682,80.76,55.8,8.34
ORD-066191,1598.52,1479.1,58.43
ORD-043839,745.35,745.35,23.92
ORD-070352,372.82,276.27,29.32
ORD-061544,1707.24,1707.24,46.3
ORD-055588,1362.09,1362.09,20.94
ORD-001254,1385.4,1385.4,43.04
ORD-056775,129.65,129.65,26.18
ORD-028693,394.52,394.52,49.21
ORD-032998,172.0,151.37,11.1
ORD-019145,717.36,717.36,46.9
ORD-069625,49.44,42.43,29.61
ORD-024506,245.16,245.16,38.64
ORD-045915,253.32,235.23,7.08
ORD-040003,668.6,668.6,37.41
ORD-044548,1330.96,1330.96,41.49
ORD-051495,336.86,336.86,55.18
ORD-044220,90.25,73.56,54.81
ORD-054698,540.36,501.78,25.82
ORD-010341,903.76,723.03,50.56
ORD-079666,114.02,108.05,33.97
ORD-039806,675.63,675.63,10.77
ORD-064824,57.23,50.9,36.33
ORD-008127,390.44,279.12,56.68
ORD-057993,478.96,394.85,59.67
ORD-040431,1460.64,1460.64,43.64
ORD-007140,266.85,266.85,38.76
ORD-034835,282.56,282.56,20.15
ORD-014317,1159.8,982.1,38.3
ORD-008768,1118.1,1118.1,19.95
ORD-045312,575.4,575.4,42.06
ORD-061422,521.12,521.12,43.58
ORD-010303,445.65,445.65,48.2
ORD-007753,634.23,560.71,58.53
ORD-038551,1435.38,1435.38,36.97
ORD-011777,640.59,640.59,20.7
ORD-051887,343.26,343.26,19.09
ORD-062141,1112.88,1112.88,25.16
ORD-001647,1130.8,926.36,47.86
ORD-042439,463.35,463.35,53.94
ORD-016062,954.3,872.68,55.02
ORD-033719,159.57,159.57,22.52
ORD-042877,1294.11,1294.11,50.54
ORD-045107,213.45,147.49,56.67
ORD-007440,218.01,218.01,11.17
ORD-048583,62.51,62.51,47.96
ORD-071958,319.96,272.66,27.5
ORD-050206,1388.32,1388.32,34.1
ORD-045485,731.4,731.4,56.35
ORD-027495,258.58,258.58,58.7
ORD-065766,204.08,204.08,27.85
ORD-067273,281.31,281.31,25.45
ORD-068760,885.55,637.2,41.73
ORD-012149,235.65,203.9,24.47
ORD-059321,648.65,648.65,29.87
ORD-076235,1111.96,1111.96,32.03
ORD-053273,288.64,222.84,51.51
ORD-051619,1083.6,1083.6,59.24
ORD-045189,207.19,159.11,40.7
ORD-007301,309.96,309.96,42.49
ORD-057734,622.84,441.93,35.71
ORD-027740,1224.24,1224.24,13.88
ORD-046142,229.14,229.14,54.55
ORD-025492,412.04,389.32,44.34
ORD-056457,679.92,520.5,51.46
ORD-014351,1449.42,1449.42,9.22
ORD-075608,425.25,371.03,8.37
ORD-051363,109.15,109.15,22.06
ORD-041991,201.04,177.13,29.69
ORD-019216,318.4,210.7,40.96
ORD-008425,831.2,740.82,46.18
ORD-023325,863.12,863.12,28.38
ORD-065168,703.5,573.25,51.68
ORD-031495,1562.16,1363.87,35.63
ORD-042028,371.01,371.01,6.24
ORD-070220,743.7,743.7,36.83
ORD-076011,1131.44,1131.44,39.25
ORD-058422,312.93,312.93,9.88
ORD-055617,1072.44,1072.44,51.97
ORD-031384,1236.18,1236.18,36.91
ORD-044296,462.6,397.46,34.21
